NAME_ENGL,ISO3_CODE,total,value,pillar_num,commitment_num,note,group,group_value,year,row_id,x,y,pillar_num_cardinal,pillar_txt,commitment_num_cardinal,commitment_txt_cardinal,fx,fy
Bahamas,BHS,60,NA,2,4,NA,Catching up,NA,2020,11,3,NA,2,Rights and freedoms,4,Freedom on the Net,1,2
Bahamas,BHS,60,91,2,5,NA,Catching up,Leading,2020,11,3,90.4037039866671,2,Rights and freedoms,5,Freedom in the World,1,2
Bahamas,BHS,60,61,2,6,NA,Catching up,Catching up,2020,11,3,59.74387551750988,2,Rights and freedoms,6,Rule of Law Index,1,2
Bahamas,BHS,60,35,3,7,NA,Catching up,Off track,2020,11,3,33.42075074929744,3,Responsibility and sustainability,7,Global E-Waste Monitor,1,2
Bahamas,BHS,60,NA,3,8,NA,Catching up,NA,2020,11,3,NA,3,Responsibility and sustainability,8,Global Index on Responsible AI,1,2
Bahamas,BHS,60,66,3,9,NA,Catching up,On track,2020,11,3,65.41594194620848,3,Responsibility and sustainability,9,Digital Trade Integration Index,1,2
Bahamas,BHS,60,13,4,10,NA,Catching up,Off track,2020,11,3,12.511233461089432,4,Trust and resilience,10,Global Cybersecurity Index,1,2
Bahamas,BHS,60,48,4,11,NA,Catching up,Off track,2020,11,3,47.69038274139166,4,Trust and resilience,11,Internet Resilience Index,1,2
Bahamas,BHS,60,NA,4,12,NA,Catching up,NA,2020,11,3,NA,4,Trust and resilience,12,Accountability Index,1,2
Bahrain,BHR,52,83,1,1,NA,Catching up,Leading,2020,12,3,82.14614066295326,1,Connectivity and infrastructure,1,ICT Development Index,2,2
Bahrain,BHR,52,100,1,2,NA,Catching up,Leading,2020,12,3,99.92902173195034,1,Connectivity and infrastructure,2,Global Internet Shutdowns,2,2
Bahrain,BHR,52,NA,1,3,NA,Catching up,NA,2020,12,3,NA,1,Connectivity and infrastructure,3,Network Readiness Index,2,2
Bahrain,BHR,52,29,2,4,NA,Catching up,Off track,2020,12,3,30.800200823694468,2,Rights and freedoms,4,Freedom on the Net,2,2
Bahrain,BHR,52,12,2,5,NA,Catching up,Off track,2020,12,3,10.266457935795188,2,Rights and freedoms,5,Freedom in the World,2,2
Bahrain,BHR,52,NA,2,6,NA,Catching up,NA,2020,12,3,NA,2,Rights and freedoms,6,Rule of Law Index,2,2
Bahrain,BHR,52,40,3,7,NA,Catching up,Off track,2020,12,3,40.749972907826304,3,Responsibility and sustainability,7,Global E-Waste Monitor,2,2
Bahrain,BHR,52,9,3,8,NA,Catching up,Off track,2020,12,3,10.675266961567104,3,Responsibility and sustainability,8,Global Index on Responsible AI,2,2
Bahrain,BHR,52,75,3,9,NA,Catching up,On track,2020,12,3,76.18711539637297,3,Responsibility and sustainability,9,Digital Trade Integration Index,2,2
Bahrain,BHR,52,78,4,10,NA,Catching up,On track,2020,12,3,78.79278737585992,4,Trust and resilience,10,Global Cybersecurity Index,2,2
Bahrain,BHR,52,64,4,11,NA,Catching up,Catching up,2020,12,3,63.21991604194045,4,Trust and resilience,11,Internet Resilience Index,2,2
Bahrain,BHR,52,33,4,12,NA,Catching up,Off track,2020,12,3,33.705230198800564,4,Trust and resilience,12,Accountability Index,2,2
Bangladesh,BGD,57,20,1,1,NA,Catching up,Off track,2020,13,3,21.197002353146672,1,Connectivity and infrastructure,1,ICT Development Index,3,2
Bangladesh,BGD,57,100,1,2,NA,Catching up,Leading,2020,13,3,99.76304495800287,1,Connectivity and infrastructure,2,Global Internet Shutdowns,3,2
Bangladesh,BGD,57,NA,1,3,NA,Catching up,NA,2020,13,3,NA,1,Connectivity and infrastructure,3,Network Readiness Index,3,2
Bangladesh,BGD,57,42,2,4,NA,Catching up,Off track,2020,13,3,42.698963838629425,2,Rights and freedoms,4,Freedom on the Net,3,2
Bangladesh,BGD,57,39,2,5,NA,Catching up,Off track,2020,13,3,37.69432040583342,2,Rights and freedoms,5,Freedom in the World,3,2
Bangladesh,BGD,57,41,2,6,NA,Catching up,Off track,2020,13,3,40.01284590549767,2,Rights and freedoms,6,Rule of Law Index,3,2
Bangladesh,BGD,57,97,3,7,NA,Catching up,Leading,2020,13,3,97.92639392055571,3,Responsibility and sustainability,7,Global E-Waste Monitor,3,2
Bangladesh,BGD,57,NA,3,8,NA,Catching up,NA,2020,13,3,NA,3,Responsibility and sustainability,8,Global Index on Responsible AI,3,2
Bangladesh,BGD,57,NA,3,9,NA,Catching up,NA,2020,13,3,NA,3,Responsibility and sustainability,9,Digital Trade Integration Index,3,2
Bangladesh,BGD,57,81,4,10,NA,Catching up,Leading,2020,13,3,82.53519775532186,4,Trust and resilience,10,Global Cybersecurity Index,3,2
Bangladesh,BGD,57,47,4,11,NA,Catching up,Off track,2020,13,3,48.21878818795085,4,Trust and resilience,11,Internet Resilience Index,3,2
Bangladesh,BGD,57,44,4,12,NA,Catching up,Off track,2020,13,3,45.38407240435481,4,Trust and resilience,12,Accountability Index,3,2
Barbados,BRB,62,79,1,1,NA,Catching up,On track,2020,14,3,79.80071016587317,1,Connectivity and infrastructure,1,ICT Development Index,4,2
Barbados,BRB,62,100,1,2,NA,Catching up,Leading,2020,14,3,101.65345623996109,1,Connectivity and infrastructure,2,Global Internet Shutdowns,4,2
Barbados,BRB,62,NA,1,3,NA,Catching up,NA,2020,14,3,NA,1,Connectivity and infrastructure,3,Network Readiness Index,4,2
Barbados,BRB,62,NA,2,4,NA,Catching up,NA,2020,14,3,NA,2,Rights and freedoms,4,Freedom on the Net,4,2
Barbados,BRB,62,95,2,5,NA,Catching up,Leading,2020,14,3,93.2563169291243,2,Rights and freedoms,5,Freedom in the World,4,2
Barbados,BRB,62,65,2,6,NA,Catching up,Catching up,2020,14,3,65.75186360441148,2,Rights and freedoms,6,Rule of Law Index,4,2
Barbados,BRB,62,52,3,7,NA,Catching up,Catching up,2020,14,3,51.70776108186692,3,Responsibility and sustainability,7,Global E-Waste Monitor,4,2
Barbados,BRB,62,2,3,8,NA,Catching up,Off track,2020,14,3,3.380080448463559,3,Responsibility and sustainability,8,Global Index on Responsible AI,4,2
Barbados,BRB,62,75,3,9,NA,Catching up,On track,2020,14,3,76.68759369384497,3,Responsibility and sustainability,9,Digital Trade Integration Index,4,2
Barbados,BRB,62,17,4,10,NA,Catching up,Off track,2020,14,3,17.797841378487647,4,Trust and resilience,10,Global Cybersecurity Index,4,2
Barbados,BRB,62,52,4,11,NA,Catching up,Catching up,2020,14,3,52.4963523298502,4,Trust and resilience,11,Internet Resilience Index,4,2
Barbados,BRB,62,85,4,12,NA,Catching up,Leading,2020,14,3,86.95659739151597,4,Trust and resilience,12,Accountability Index,4,2
Belarus,BLR,42,82,1,1,NA,Off track,Leading,2020,15,3,82.63716908730567,1,Connectivity and infrastructure,1,ICT Development Index,0,3
Belarus,BLR,42,46,1,2,NA,Off track,Off track,2020,15,3,45.6668777866289,1,Connectivity and infrastructure,2,Global Internet Shutdowns,0,3
Belarus,BLR,42,NA,1,3,NA,Off track,NA,2020,15,3,NA,1,Connectivity and infrastructure,3,Network Readiness Index,0,3
Belarus,BLR,42,38,2,4,NA,Off track,Off track,2020,15,3,38.35744761209935,2,Rights and freedoms,4,Freedom on the Net,0,3
Belarus,BLR,42,11,2,5,NA,Off track,Off track,2020,15,3,10.961970799602568,2,Rights and freedoms,5,Freedom in the World,0,3
Belarus,BLR,42,51,2,6,NA,Off track,Catching up,2020,15,3,52.826387798413634,2,Rights and freedoms,6,Rule of Law Index,0,3
Belarus,BLR,42,65,3,7,NA,Off track,Catching up,2020,15,3,65.03677511494607,3,Responsibility and sustainability,7,Global E-Waste Monitor,0,3
Belarus,BLR,42,2,3,8,NA,Off track,Off track,2020,15,3,0.7037812322378159,3,Responsibility and sustainability,8,Global Index on Responsible AI,0,3
Belarus,BLR,42,NA,3,9,NA,Off track,NA,2020,15,3,NA,3,Responsibility and sustainability,9,Digital Trade Integration Index,0,3
Belarus,BLR,42,51,4,10,NA,Off track,Catching up,2020,15,3,52.751270009204745,4,Trust and resilience,10,Global Cybersecurity Index,0,3
Belarus,BLR,42,50,4,11,NA,Off track,Off track,2020,15,3,51.88556586392224,4,Trust and resilience,11,Internet Resilience Index,0,3
Belarus,BLR,42,27,4,12,NA,Off track,Off track,2020,15,3,26.13120787218213,4,Trust and resilience,12,Accountability Index,0,3
