NAME_ENGL,ISO3_CODE,pillar_num,pillar_txt,type,title,publisher,url,version
Colombia,COL,1,Connectivity and infrastructure,Analysis,Resilience & infrastructure,Internet Society,https://pulse.internetsociety.org/en/reports/CO,2
Colombia,COL,4,Trust and resilience,Analysis,Internet resilience,Internet Society,https://pulse.internetsociety.org/en/resilience/CO,2
Colombia,COL,2,Rights and freedoms,Analysis,Digital rights,Freedom House,https://freedomhouse.org/country/colombia/freedom-net/2024,2
Colombia,COL,1,Connectivity and infrastructure,Analysis,Mobile connectivity enablers,GSMA,https://www.mobileconnectivityindex.com/assets/excelData/MCI_data_2025.xlsx,2
Colombia,COL,1,Connectivity and infrastructure,Analysis,Mobile internet trends,GSMA,https://www.gsma.com/r/somic/,2
Colombia,COL,1,Connectivity and infrastructure,Analysis,Global indicators & benchmarks,ITU,https://www.itu.int/en/ITU-D/Statistics/pages/facts/default.aspx,2
Colombia,COL,3,Responsibility and sustainability,Analysis,Digital economy & governance,World Bank,https://www.worldbank.org/en/publication/digital-progress-and-trends-report,2
Colombia,COL,4,Trust and resilience,Analysis,Shutdowns,Access Now,https://www.accessnow.org/wp-content/uploads/2025/02/KeepItOn-2024-Internet-Shutdowns-Annual-Report.pdf,2
Colombia,COL,2,Rights and freedoms,Analysis,Network disruptions & censorship,NetBlocks,https://netblocks.org/reports,2
Colombia,COL,3,Responsibility and sustainability,Analysis,Trends & governance,Internet Society,https://www.internetsociety.org/globalinternetreport/,2
China,CHN,2,Rights and freedoms,Analysis,Digital security risks to HRDs,Karisma Foundation,https://web.karisma.org.co/wp-content/uploads/2024/12/Informe-seguridad-digital-k-lab.pdf,2
Colombia,COL,1,Connectivity and infrastructure,Project,Vive Digital Program (Colombia),GIFI,NA,1
Comoros,COM,1,Connectivity and infrastructure,Analysis,Resilience & infrastructure,Internet Society,https://pulse.internetsociety.org/en/reports/KM,3
Comoros,COM,4,Trust and resilience,Analysis,Internet resilience,Internet Society,https://pulse.internetsociety.org/en/resilience/KM,3
Comoros,COM,1,Connectivity and infrastructure,Analysis,Mobile connectivity enablers,GSMA,https://www.mobileconnectivityindex.com/assets/excelData/MCI_data_2025.xlsx,3
Comoros,COM,1,Connectivity and infrastructure,Analysis,Mobile internet trends,GSMA,https://www.gsma.com/r/somic/,3
Comoros,COM,1,Connectivity and infrastructure,Analysis,Global indicators & benchmarks,ITU,https://www.itu.int/en/ITU-D/Statistics/pages/facts/default.aspx,3
Comoros,COM,3,Responsibility and sustainability,Analysis,Digital economy & governance,World Bank,https://www.worldbank.org/en/publication/digital-progress-and-trends-report,3
Comoros,COM,4,Trust and resilience,Analysis,Shutdowns,Access Now,https://www.accessnow.org/wp-content/uploads/2025/02/KeepItOn-2024-Internet-Shutdowns-Annual-Report.pdf,3
Comoros,COM,2,Rights and freedoms,Analysis,Network disruptions & censorship,NetBlocks,https://netblocks.org/reports,3
Congo,COG,1,Connectivity and infrastructure,Analysis,Resilience & infrastructure,Internet Society,https://pulse.internetsociety.org/en/reports/CG,3
Congo,COG,4,Trust and resilience,Analysis,Internet resilience,Internet Society,https://pulse.internetsociety.org/en/resilience/CG,3
Congo,COG,1,Connectivity and infrastructure,Analysis,Mobile connectivity enablers,GSMA,https://www.mobileconnectivityindex.com/assets/excelData/MCI_data_2025.xlsx,3
Congo,COG,1,Connectivity and infrastructure,Analysis,Mobile internet trends,GSMA,https://www.gsma.com/r/somic/,3
Congo,COG,1,Connectivity and infrastructure,Analysis,Global indicators & benchmarks,ITU,https://www.itu.int/en/ITU-D/Statistics/pages/facts/default.aspx,3
Congo,COG,3,Responsibility and sustainability,Analysis,Digital economy & governance,World Bank,https://www.worldbank.org/en/publication/digital-progress-and-trends-report,3
Congo,COG,4,Trust and resilience,Analysis,Shutdowns,Access Now,https://www.accessnow.org/wp-content/uploads/2025/02/KeepItOn-2024-Internet-Shutdowns-Annual-Report.pdf,3
Congo,COG,2,Rights and freedoms,Analysis,Network disruptions & censorship,NetBlocks,https://netblocks.org/reports,3
Costa Rica,CRI,1,Connectivity and infrastructure,Analysis,The Internet Advisory Council (Costa Rica),GIFI,NA,1
Costa Rica,CRI,3,Responsibility and sustainability,Analysis,The Internet Advisory Council (Costa Rica),GIFI,NA,1
Costa Rica,CRI,1,Connectivity and infrastructure,Project,Connected Homes Project (Costa Rica),GIFI,NA,1
Costa Rica,CRI,2,Rights and freedoms,Project,Connected Homes Project (Costa Rica),GIFI,NA,1
Czechia,CZE,2,Rights and freedoms,Analysis,Digital rights,Freedom House,https://freedomhouse.org/country/czech-republic/freedom-net/2024,2
Côte D’Ivoire,CIV,1,Connectivity and infrastructure,Analysis,Resilience & infrastructure,Internet Society,https://pulse.internetsociety.org/en/reports/CI,3
Côte D’Ivoire,CIV,4,Trust and resilience,Analysis,Internet resilience,Internet Society,https://pulse.internetsociety.org/en/resilience/CI,3
Côte D’Ivoire,CIV,1,Connectivity and infrastructure,Analysis,Mobile connectivity enablers,GSMA,https://www.mobileconnectivityindex.com/assets/excelData/MCI_data_2025.xlsx,3
Côte D’Ivoire,CIV,1,Connectivity and infrastructure,Analysis,Mobile internet trends,GSMA,https://www.gsma.com/r/somic/,3
Côte D’Ivoire,CIV,1,Connectivity and infrastructure,Analysis,Global indicators & benchmarks,ITU,https://www.itu.int/en/ITU-D/Statistics/pages/facts/default.aspx,3
Côte D’Ivoire,CIV,3,Responsibility and sustainability,Analysis,Digital economy & governance,World Bank,https://www.worldbank.org/en/publication/digital-progress-and-trends-report,3
Côte D’Ivoire,CIV,4,Trust and resilience,Analysis,Shutdowns,Access Now,https://www.accessnow.org/wp-content/uploads/2025/02/KeepItOn-2024-Internet-Shutdowns-Annual-Report.pdf,3
Côte D’Ivoire,CIV,2,Rights and freedoms,Analysis,Network disruptions & censorship,NetBlocks,https://netblocks.org/reports,3
Democratic Republic of The Congo,COD,1,Connectivity and infrastructure,Analysis,Resilience & infrastructure,Internet Society,https://pulse.internetsociety.org/en/reports/CD,3
Democratic Republic of The Congo,COD,4,Trust and resilience,Analysis,Internet resilience,Internet Society,https://pulse.internetsociety.org/en/resilience/CD,3
Democratic Republic of The Congo,COD,1,Connectivity and infrastructure,Analysis,Mobile connectivity enablers,GSMA,https://www.mobileconnectivityindex.com/assets/excelData/MCI_data_2025.xlsx,3
Democratic Republic of The Congo,COD,1,Connectivity and infrastructure,Analysis,Mobile internet trends,GSMA,https://www.gsma.com/r/somic/,3
Democratic Republic of The Congo,COD,1,Connectivity and infrastructure,Analysis,Global indicators & benchmarks,ITU,https://www.itu.int/en/ITU-D/Statistics/pages/facts/default.aspx,3
Democratic Republic of The Congo,COD,3,Responsibility and sustainability,Analysis,Digital economy & governance,World Bank,https://www.worldbank.org/en/publication/digital-progress-and-trends-report,3
Democratic Republic of The Congo,COD,4,Trust and resilience,Analysis,Shutdowns,Access Now,https://www.accessnow.org/wp-content/uploads/2025/02/KeepItOn-2024-Internet-Shutdowns-Annual-Report.pdf,3
Democratic Republic of The Congo,COD,2,Rights and freedoms,Analysis,Network disruptions & censorship,NetBlocks,https://netblocks.org/reports,3
Denmark,DNK,2,Rights and freedoms,Analysis,Digital rights,Freedom House,https://freedomhouse.org/country/denmark/freedom-net/2024,2
Denmark,DNK,2,Rights and freedoms,Source,Danish Institute of Human Rights (Denmark),DIHR,https://www.humanrights.dk/files/media/document/Strategy%202021-2024%20English_feb.pdf,1
Djibouti,DJI,1,Connectivity and infrastructure,Analysis,Resilience & infrastructure,Internet Society,https://pulse.internetsociety.org/en/reports/DJ,3
Djibouti,DJI,4,Trust and resilience,Analysis,Internet resilience,Internet Society,https://pulse.internetsociety.org/en/resilience/DJ,3
Djibouti,DJI,1,Connectivity and infrastructure,Analysis,Mobile connectivity enablers,GSMA,https://www.mobileconnectivityindex.com/assets/excelData/MCI_data_2025.xlsx,3
Djibouti,DJI,1,Connectivity and infrastructure,Analysis,Mobile internet trends,GSMA,https://www.gsma.com/r/somic/,3
Djibouti,DJI,1,Connectivity and infrastructure,Analysis,Global indicators & benchmarks,ITU,https://www.itu.int/en/ITU-D/Statistics/pages/facts/default.aspx,3
Djibouti,DJI,3,Responsibility and sustainability,Analysis,Digital economy & governance,World Bank,https://www.worldbank.org/en/publication/digital-progress-and-trends-report,3
Djibouti,DJI,4,Trust and resilience,Analysis,Shutdowns,Access Now,https://www.accessnow.org/wp-content/uploads/2025/02/KeepItOn-2024-Internet-Shutdowns-Annual-Report.pdf,3
Djibouti,DJI,2,Rights and freedoms,Analysis,Network disruptions & censorship,NetBlocks,https://netblocks.org/reports,3
Dominican Republic,DOM,1,Connectivity and infrastructure,Analysis,Resilience & infrastructure,Internet Society,https://pulse.internetsociety.org/en/reports/DO,2
Dominican Republic,DOM,4,Trust and resilience,Analysis,Internet resilience,Internet Society,https://pulse.internetsociety.org/en/resilience/DO,2
Dominican Republic,DOM,2,Rights and freedoms,Analysis,Digital rights,Freedom House,https://freedomhouse.org/country/dominican-republic/freedom-net/2024,2
Dominican Republic,DOM,1,Connectivity and infrastructure,Analysis,Mobile connectivity enablers,GSMA,https://www.mobileconnectivityindex.com/assets/excelData/MCI_data_2025.xlsx,2
Dominican Republic,DOM,1,Connectivity and infrastructure,Analysis,Mobile internet trends,GSMA,https://www.gsma.com/r/somic/,2
Dominican Republic,DOM,1,Connectivity and infrastructure,Analysis,Global indicators & benchmarks,ITU,https://www.itu.int/en/ITU-D/Statistics/pages/facts/default.aspx,2
Dominican Republic,DOM,3,Responsibility and sustainability,Analysis,Digital economy & governance,World Bank,https://www.worldbank.org/en/publication/digital-progress-and-trends-report,2
Dominican Republic,DOM,4,Trust and resilience,Analysis,Shutdowns,Access Now,https://www.accessnow.org/wp-content/uploads/2025/02/KeepItOn-2024-Internet-Shutdowns-Annual-Report.pdf,2
Dominican Republic,DOM,2,Rights and freedoms,Analysis,Network disruptions & censorship,NetBlocks,https://netblocks.org/reports,2
Dominican Republic,DOM,3,Responsibility and sustainability,Analysis,Trends & governance,Internet Society,https://www.internetsociety.org/globalinternetreport/,2
Dominican Republic,DOM,3,Responsibility and sustainability,Analysis,Digital Republic (Dominican Republic),GIFI,NA,1
Ecuador,ECU,1,Connectivity and infrastructure,Analysis,Resilience & infrastructure,Internet Society,https://pulse.internetsociety.org/en/reports/EC,2
Ecuador,ECU,4,Trust and resilience,Analysis,Internet resilience,Internet Society,https://pulse.internetsociety.org/en/resilience/EC,2
Ecuador,ECU,2,Rights and freedoms,Analysis,Digital rights,Freedom House,https://freedomhouse.org/country/ecuador/freedom-net/2024,2
Ecuador,ECU,1,Connectivity and infrastructure,Analysis,Mobile connectivity enablers,GSMA,https://www.mobileconnectivityindex.com/assets/excelData/MCI_data_2025.xlsx,2
Ecuador,ECU,1,Connectivity and infrastructure,Analysis,Mobile internet trends,GSMA,https://www.gsma.com/r/somic/,2
Ecuador,ECU,1,Connectivity and infrastructure,Analysis,Global indicators & benchmarks,ITU,https://www.itu.int/en/ITU-D/Statistics/pages/facts/default.aspx,2
Ecuador,ECU,3,Responsibility and sustainability,Analysis,Digital economy & governance,World Bank,https://www.worldbank.org/en/publication/digital-progress-and-trends-report,2
Ecuador,ECU,4,Trust and resilience,Analysis,Shutdowns,Access Now,https://www.accessnow.org/wp-content/uploads/2025/02/KeepItOn-2024-Internet-Shutdowns-Annual-Report.pdf,2
Ecuador,ECU,2,Rights and freedoms,Analysis,Network disruptions & censorship,NetBlocks,https://netblocks.org/reports,2
Ecuador,ECU,3,Responsibility and sustainability,Analysis,Trends & governance,Internet Society,https://www.internetsociety.org/globalinternetreport/,2
Egypt,EGY,1,Connectivity and infrastructure,Analysis,Resilience & infrastructure,Internet Society,https://pulse.internetsociety.org/en/reports/EG,2
Egypt,EGY,4,Trust and resilience,Analysis,Internet resilience,Internet Society,https://pulse.internetsociety.org/en/resilience/EG,2
Egypt,EGY,2,Rights and freedoms,Analysis,Digital rights,Freedom House,https://freedomhouse.org/country/egypt/freedom-net/2024,2
Egypt,EGY,1,Connectivity and infrastructure,Analysis,Mobile connectivity enablers,GSMA,https://www.mobileconnectivityindex.com/assets/excelData/MCI_data_2025.xlsx,2
Egypt,EGY,1,Connectivity and infrastructure,Analysis,Mobile internet trends,GSMA,https://www.gsma.com/r/somic/,2
Egypt,EGY,1,Connectivity and infrastructure,Analysis,Global indicators & benchmarks,ITU,https://www.itu.int/en/ITU-D/Statistics/pages/facts/default.aspx,2
Egypt,EGY,3,Responsibility and sustainability,Analysis,Digital economy & governance,World Bank,https://www.worldbank.org/en/publication/digital-progress-and-trends-report,2
Egypt,EGY,4,Trust and resilience,Analysis,Shutdowns,Access Now,https://www.accessnow.org/wp-content/uploads/2025/02/KeepItOn-2024-Internet-Shutdowns-Annual-Report.pdf,2
Egypt,EGY,2,Rights and freedoms,Analysis,Network disruptions & censorship,NetBlocks,https://netblocks.org/reports,2
Egypt,EGY,3,Responsibility and sustainability,Analysis,Trends & governance,Internet Society,https://www.internetsociety.org/globalinternetreport/,2
Egypt,EGY,1,Connectivity and infrastructure,Analysis,IMRS Infrastructure (Egypt),GIFI,NA,1
Egypt,EGY,4,Trust and resilience,Analysis,IMRS Infrastructure (Egypt),GIFI,NA,1
El Salvador,SLV,1,Connectivity and infrastructure,Analysis,Resilience & infrastructure,Internet Society,https://pulse.internetsociety.org/en/reports/SV,2
El Salvador,SLV,4,Trust and resilience,Analysis,Internet resilience,Internet Society,https://pulse.internetsociety.org/en/resilience/SV,2
El Salvador,SLV,2,Rights and freedoms,Analysis,Digital rights,Freedom House,https://freedomhouse.org/country/egypt/freedom-net/2024,2
El Salvador,SLV,1,Connectivity and infrastructure,Analysis,Mobile connectivity enablers,GSMA,https://www.mobileconnectivityindex.com/assets/excelData/MCI_data_2025.xlsx,2
El Salvador,SLV,1,Connectivity and infrastructure,Analysis,Mobile internet trends,GSMA,https://www.gsma.com/r/somic/,2
El Salvador,SLV,1,Connectivity and infrastructure,Analysis,Global indicators & benchmarks,ITU,https://www.itu.int/en/ITU-D/Statistics/pages/facts/default.aspx,2
El Salvador,SLV,3,Responsibility and sustainability,Analysis,Digital economy & governance,World Bank,https://www.worldbank.org/en/publication/digital-progress-and-trends-report,2
El Salvador,SLV,4,Trust and resilience,Analysis,Shutdowns,Access Now,https://www.accessnow.org/wp-content/uploads/2025/02/KeepItOn-2024-Internet-Shutdowns-Annual-Report.pdf,2
El Salvador,SLV,2,Rights and freedoms,Analysis,Network disruptions & censorship,NetBlocks,https://netblocks.org/reports,2
El Salvador,SLV,3,Responsibility and sustainability,Analysis,Trends & governance,Internet Society,https://www.internetsociety.org/globalinternetreport/,2
Equatorial Guinea,GNQ,1,Connectivity and infrastructure,Analysis,Resilience & infrastructure,Internet Society,https://pulse.internetsociety.org/en/reports/GQ,3
Equatorial Guinea,GNQ,4,Trust and resilience,Analysis,Internet resilience,Internet Society,https://pulse.internetsociety.org/en/resilience/GQ,3
Equatorial Guinea,GNQ,1,Connectivity and infrastructure,Analysis,Mobile connectivity enablers,GSMA,https://www.mobileconnectivityindex.com/assets/excelData/MCI_data_2025.xlsx,3
Equatorial Guinea,GNQ,1,Connectivity and infrastructure,Analysis,Mobile internet trends,GSMA,https://www.gsma.com/r/somic/,3
Equatorial Guinea,GNQ,1,Connectivity and infrastructure,Analysis,Global indicators & benchmarks,ITU,https://www.itu.int/en/ITU-D/Statistics/pages/facts/default.aspx,3
Equatorial Guinea,GNQ,3,Responsibility and sustainability,Analysis,Digital economy & governance,World Bank,https://www.worldbank.org/en/publication/digital-progress-and-trends-report,3
Equatorial Guinea,GNQ,4,Trust and resilience,Analysis,Shutdowns,Access Now,https://www.accessnow.org/wp-content/uploads/2025/02/KeepItOn-2024-Internet-Shutdowns-Annual-Report.pdf,3
Equatorial Guinea,GNQ,2,Rights and freedoms,Analysis,Network disruptions & censorship,NetBlocks,https://netblocks.org/reports,3
Eritrea,ERI,1,Connectivity and infrastructure,Analysis,Resilience & infrastructure,Internet Society,https://pulse.internetsociety.org/en/reports/ER,3
Eritrea,ERI,4,Trust and resilience,Analysis,Internet resilience,Internet Society,https://pulse.internetsociety.org/en/resilience/ER,3
Eritrea,ERI,1,Connectivity and infrastructure,Analysis,Mobile connectivity enablers,GSMA,https://www.mobileconnectivityindex.com/assets/excelData/MCI_data_2025.xlsx,3
Eritrea,ERI,1,Connectivity and infrastructure,Analysis,Mobile internet trends,GSMA,https://www.gsma.com/r/somic/,3
Eritrea,ERI,1,Connectivity and infrastructure,Analysis,Global indicators & benchmarks,ITU,https://www.itu.int/en/ITU-D/Statistics/pages/facts/default.aspx,3
Eritrea,ERI,3,Responsibility and sustainability,Analysis,Digital economy & governance,World Bank,https://www.worldbank.org/en/publication/digital-progress-and-trends-report,3
Eritrea,ERI,4,Trust and resilience,Analysis,Shutdowns,Access Now,https://www.accessnow.org/wp-content/uploads/2025/02/KeepItOn-2024-Internet-Shutdowns-Annual-Report.pdf,3
Eritrea,ERI,2,Rights and freedoms,Analysis,Network disruptions & censorship,NetBlocks,https://netblocks.org/reports,3
Estonia,EST,2,Rights and freedoms,Analysis,Digital rights,Freedom House,https://freedomhouse.org/country/estonia/freedom-net/2024,2
Eswatini,SWZ,1,Connectivity and infrastructure,Analysis,Resilience & infrastructure,Internet Society,https://pulse.internetsociety.org/en/reports/SZ,3
Eswatini,SWZ,4,Trust and resilience,Analysis,Internet resilience,Internet Society,https://pulse.internetsociety.org/en/resilience/SZ,3
Eswatini,SWZ,1,Connectivity and infrastructure,Analysis,Mobile connectivity enablers,GSMA,https://www.mobileconnectivityindex.com/assets/excelData/MCI_data_2025.xlsx,3
Eswatini,SWZ,1,Connectivity and infrastructure,Analysis,Mobile internet trends,GSMA,https://www.gsma.com/r/somic/,3
Eswatini,SWZ,1,Connectivity and infrastructure,Analysis,Global indicators & benchmarks,ITU,https://www.itu.int/en/ITU-D/Statistics/pages/facts/default.aspx,3
Eswatini,SWZ,3,Responsibility and sustainability,Analysis,Digital economy & governance,World Bank,https://www.worldbank.org/en/publication/digital-progress-and-trends-report,3
Eswatini,SWZ,4,Trust and resilience,Analysis,Shutdowns,Access Now,https://www.accessnow.org/wp-content/uploads/2025/02/KeepItOn-2024-Internet-Shutdowns-Annual-Report.pdf,3
Eswatini,SWZ,2,Rights and freedoms,Analysis,Network disruptions & censorship,NetBlocks,https://netblocks.org/reports,3
Ethiopia,ETH,2,Rights and freedoms,Analysis,Digital rights,Freedom House,https://freedomhouse.org/country/estonia/freedom-net/2024,2
Ethiopia,ETH,4,Trust and resilience,Analysis,Internet resilience,Internet Society,https://pulse.internetsociety.org/en/resilience/ET,2
Ethiopia,ETH,2,Rights and freedoms,Analysis,Digital rights,Freedom House,https://freedomhouse.org/country/ethiopia/freedom-net/2024,2
Ethiopia,ETH,1,Connectivity and infrastructure,Analysis,Mobile connectivity enablers,GSMA,https://www.mobileconnectivityindex.com/assets/excelData/MCI_data_2025.xlsx,2
Ethiopia,ETH,1,Connectivity and infrastructure,Analysis,Mobile internet trends,GSMA,https://www.gsma.com/r/somic/,2
Ethiopia,ETH,1,Connectivity and infrastructure,Analysis,Global indicators & benchmarks,ITU,https://www.itu.int/en/ITU-D/Statistics/pages/facts/default.aspx,2
Ethiopia,ETH,3,Responsibility and sustainability,Analysis,Digital economy & governance,World Bank,https://www.worldbank.org/en/publication/digital-progress-and-trends-report,2
Ethiopia,ETH,4,Trust and resilience,Analysis,Shutdowns,Access Now,https://www.accessnow.org/wp-content/uploads/2025/02/KeepItOn-2024-Internet-Shutdowns-Annual-Report.pdf,2
Ethiopia,ETH,2,Rights and freedoms,Analysis,Network disruptions & censorship,NetBlocks,https://netblocks.org/reports,2
Ethiopia,ETH,3,Responsibility and sustainability,Analysis,Trends & governance,Internet Society,https://www.internetsociety.org/globalinternetreport/,2
Ethiopia,ETH,1,Connectivity and infrastructure,Analysis,Digital transformation journey,Research ICT Africa,https://researchictafrica.net/research/digital-africa-post-the-pandemic-ethiopia-report/,3
Ethiopia,ETH,3,Responsibility and sustainability,Analysis,Digital & microentreprises,Research ICT Africa,https://researchictafrica.net/research/digital-technology-adoption-by-microenterprises-ethiopia-report/,3
Finland,FIN,2,Rights and freedoms,Analysis,Digital rights,Freedom House,https://freedomhouse.org/country/finland/freedom-net/2024,2
France,FRA,2,Rights and freedoms,Analysis,"Internet freedom, policy developments",Freedom House,https://freedomhouse.org/country/france/freedom-net/2024,NA
Gabon,GAB,1,Connectivity and infrastructure,Analysis,Resilience & infrastructure,Internet Society,https://pulse.internetsociety.org/en/reports/GA,3
Gabon,GAB,4,Trust and resilience,Analysis,Internet resilience,Internet Society,https://pulse.internetsociety.org/en/resilience/GA,3
Gabon,GAB,1,Connectivity and infrastructure,Analysis,Mobile connectivity enablers,GSMA,https://www.mobileconnectivityindex.com/assets/excelData/MCI_data_2025.xlsx,3
Gabon,GAB,1,Connectivity and infrastructure,Analysis,Mobile internet trends,GSMA,https://www.gsma.com/r/somic/,3
Gabon,GAB,1,Connectivity and infrastructure,Analysis,Global indicators & benchmarks,ITU,https://www.itu.int/en/ITU-D/Statistics/pages/facts/default.aspx,3
Gabon,GAB,3,Responsibility and sustainability,Analysis,Digital economy & governance,World Bank,https://www.worldbank.org/en/publication/digital-progress-and-trends-report,3
Gabon,GAB,4,Trust and resilience,Analysis,Shutdowns,Access Now,https://www.accessnow.org/wp-content/uploads/2025/02/KeepItOn-2024-Internet-Shutdowns-Annual-Report.pdf,3
Gabon,GAB,2,Rights and freedoms,Analysis,Network disruptions & censorship,NetBlocks,https://netblocks.org/reports,3
Gambia,GMB,1,Connectivity and infrastructure,Analysis,Resilience & infrastructure,Internet Society,https://pulse.internetsociety.org/en/reports/GM,3
Gambia,GMB,4,Trust and resilience,Analysis,Internet resilience,Internet Society,https://pulse.internetsociety.org/en/resilience/GM,3
Gambia,GMB,1,Connectivity and infrastructure,Analysis,Mobile connectivity enablers,GSMA,https://www.mobileconnectivityindex.com/assets/excelData/MCI_data_2025.xlsx,3
Gambia,GMB,1,Connectivity and infrastructure,Analysis,Mobile internet trends,GSMA,https://www.gsma.com/r/somic/,3
Gambia,GMB,1,Connectivity and infrastructure,Analysis,Global indicators & benchmarks,ITU,https://www.itu.int/en/ITU-D/Statistics/pages/facts/default.aspx,3
Gambia,GMB,3,Responsibility and sustainability,Analysis,Digital economy & governance,World Bank,https://www.worldbank.org/en/publication/digital-progress-and-trends-report,3
Gambia,GMB,4,Trust and resilience,Analysis,Shutdowns,Access Now,https://www.accessnow.org/wp-content/uploads/2025/02/KeepItOn-2024-Internet-Shutdowns-Annual-Report.pdf,3
Gambia,GMB,2,Rights and freedoms,Analysis,Network disruptions & censorship,NetBlocks,https://netblocks.org/reports,3
Georgia,GEO,1,Connectivity and infrastructure,Analysis,Localised Internet Exchange Point (Georgia),GIFI,NA,1
Georgia,GEO,4,Trust and resilience,Analysis,Localised Internet Exchange Point (Georgia),GIFI,NA,1
Germany,DEU,2,Rights and freedoms,Analysis,"Internet freedom, policy developments",Freedom House,https://freedomhouse.org/country/germany/freedom-net/2024,NA
Ghana,GHA,1,Connectivity and infrastructure,Analysis,Resilience & infrastructure,Internet Society,https://pulse.internetsociety.org/en/reports/GH,2
Ghana,GHA,4,Trust and resilience,Analysis,Internet resilience,Internet Society,https://pulse.internetsociety.org/en/resilience/GH,2
Ghana,GHA,2,Rights and freedoms,Analysis,Digital rights,Freedom House,https://freedomhouse.org/country/ghana/freedom-net/2024,2
Ghana,GHA,1,Connectivity and infrastructure,Analysis,Mobile connectivity enablers,GSMA,https://www.mobileconnectivityindex.com/assets/excelData/MCI_data_2025.xlsx,2
Ghana,GHA,1,Connectivity and infrastructure,Analysis,Mobile internet trends,GSMA,https://www.gsma.com/r/somic/,2
Ghana,GHA,1,Connectivity and infrastructure,Analysis,Global indicators & benchmarks,ITU,https://www.itu.int/en/ITU-D/Statistics/pages/facts/default.aspx,2
Ghana,GHA,3,Responsibility and sustainability,Analysis,Digital economy & governance,World Bank,https://www.worldbank.org/en/publication/digital-progress-and-trends-report,2
Ghana,GHA,4,Trust and resilience,Analysis,Shutdowns,Access Now,https://www.accessnow.org/wp-content/uploads/2025/02/KeepItOn-2024-Internet-Shutdowns-Annual-Report.pdf,2
Ghana,GHA,2,Rights and freedoms,Analysis,Network disruptions & censorship,NetBlocks,https://netblocks.org/reports,2
Ghana,GHA,3,Responsibility and sustainability,Analysis,Trends & governance,Internet Society,https://www.internetsociety.org/globalinternetreport/,2
Ghana,GHA,4,Trust and resilience,Analysis,Disinformation & elections,Research ICT Africa,https://researchictafrica.net/research/exploring-the-role-of-coalitions-in-mitigating-disinformation-during-ghanas-2024-elections/,3
Greece,GRC,2,Rights and freedoms,Analysis,Digital rights,Freedom House,https://freedomhouse.org/country/greece/freedom-net/2024,2
Guatemala,GTM,1,Connectivity and infrastructure,Analysis,Resilience & infrastructure,Internet Society,https://pulse.internetsociety.org/en/reports/GT,2
Guatemala,GTM,4,Trust and resilience,Analysis,Internet resilience,Internet Society,https://pulse.internetsociety.org/en/resilience/GT,2
Guatemala,GTM,2,Rights and freedoms,Analysis,Digital rights,Freedom House,https://freedomhouse.org/country/guatemala/freedom-net/2024,2
Guatemala,GTM,1,Connectivity and infrastructure,Analysis,Mobile connectivity enablers,GSMA,https://www.mobileconnectivityindex.com/assets/excelData/MCI_data_2025.xlsx,2
Guatemala,GTM,1,Connectivity and infrastructure,Analysis,Mobile internet trends,GSMA,https://www.gsma.com/r/somic/,2
Guatemala,GTM,1,Connectivity and infrastructure,Analysis,Global indicators & benchmarks,ITU,https://www.itu.int/en/ITU-D/Statistics/pages/facts/default.aspx,2
Guatemala,GTM,3,Responsibility and sustainability,Analysis,Digital economy & governance,World Bank,https://www.worldbank.org/en/publication/digital-progress-and-trends-report,2
Guatemala,GTM,4,Trust and resilience,Analysis,Shutdowns,Access Now,https://www.accessnow.org/wp-content/uploads/2025/02/KeepItOn-2024-Internet-Shutdowns-Annual-Report.pdf,2
Guatemala,GTM,2,Rights and freedoms,Analysis,Network disruptions & censorship,NetBlocks,https://netblocks.org/reports,2
Guatemala,GTM,3,Responsibility and sustainability,Analysis,Trends & governance,Internet Society,https://www.internetsociety.org/globalinternetreport/,2
Guinea,GIN,1,Connectivity and infrastructure,Analysis,Resilience & infrastructure,Internet Society,https://pulse.internetsociety.org/en/reports/GN,3
Guinea,GIN,4,Trust and resilience,Analysis,Internet resilience,Internet Society,https://pulse.internetsociety.org/en/resilience/GN,3
Guinea,GIN,1,Connectivity and infrastructure,Analysis,Mobile connectivity enablers,GSMA,https://www.mobileconnectivityindex.com/assets/excelData/MCI_data_2025.xlsx,3
Guinea,GIN,1,Connectivity and infrastructure,Analysis,Mobile internet trends,GSMA,https://www.gsma.com/r/somic/,3
Guinea,GIN,1,Connectivity and infrastructure,Analysis,Global indicators & benchmarks,ITU,https://www.itu.int/en/ITU-D/Statistics/pages/facts/default.aspx,3
Guinea,GIN,3,Responsibility and sustainability,Analysis,Digital economy & governance,World Bank,https://www.worldbank.org/en/publication/digital-progress-and-trends-report,3
Guinea,GIN,4,Trust and resilience,Analysis,Shutdowns,Access Now,https://www.accessnow.org/wp-content/uploads/2025/02/KeepItOn-2024-Internet-Shutdowns-Annual-Report.pdf,3
Guinea,GIN,2,Rights and freedoms,Analysis,Network disruptions & censorship,NetBlocks,https://netblocks.org/reports,3
Guinea-Bissau,GNB,1,Connectivity and infrastructure,Analysis,Resilience & infrastructure,Internet Society,https://pulse.internetsociety.org/en/reports/GW,3
Guinea-Bissau,GNB,4,Trust and resilience,Analysis,Internet resilience,Internet Society,https://pulse.internetsociety.org/en/resilience/GW,3
